aid,label
40627102,0
40627154,1
40627187,1
40627216,0
40627369,0
40627402,0
40627476,0
40627487,0
40627659,1
40627751,0
40627757,0
40627837,0
40627849,0
40627863,0
40627874,0
40627904,1
40627963,0
40628129,0
40628399,0
40628432,0
40628523,0
40628575,0
40628650,0
40628764,1
40628821,1
40628850,0
40628935,0
40628991,0
40629064,0
40629164,0
40629179,0
40629268,0
40629429,0
40629483,0
40629490,1
40629558,1
40629617,0
40629751,0
40629761,0
40629884,0
40629906,1
40630028,0
40630108,1
40630183,0
40630202,0
40630232,1
40630395,0
40630412,0
40630437,0
40630711,1
40630818,0
40630832,0
40631053,0
40631144,0
40631396,0
40631605,0
40631621,0
40631707,0
40631804,0
40631907,1
40631979,1
40632019,0
40632154,0
40632298,0
40632300,0
40632363,0
40632417,1
40632448,0
40632487,0
40632499,0
40632820,0
40632860,1
40632942,0
40632994,1
40633011,0
40633068,0
40633074,0
40633151,1
40633202,0
40633443,0
40633477,1
40633574,0
40633771,0
40633888,0
40633978,0
40634098,1
40634200,1
40634259,0
40634635,1
40634841,0
40634892,1
40634900,0
40635002,0
40635027,1
40635110,1
40635195,0
40635333,0
40635363,0
40635410,0
40635462,0
40635501,0
40635504,0
40635526,1
40635697,0
40635795,0
40635906,0
40635924,0
40635926,0
40635950,0
40636056,0
40636228,1
40636250,0
40636257,1
40636419,0
40636523,1
40636588,1
40636726,0
40636741,0
40636824,1
40636828,0
40636965,0
40637033,0
40637100,0
40637158,0
40637304,1
40637466,0
40637482,0
40637732,0
40637752,0
40637816,0
40637881,1
40637900,0
40637923,0
40637947,0
40637968,0
40638363,0
40638382,0
40638593,0
40638601,1
40638641,0
40638663,0
40638817,0
40638884,0
40638976,0
40639119,0
40639131,0
40639313,1
40639414,1
40639456,0
40639539,0
40639558,1
40639581,0
40639611,0
40639664,0
40639680,0
40639681,0
40639690,0
40639705,1
40639792,1
40639863,0
40639896,0
40639922,0
40639953,0
40639967,0
40640037,0
40640075,0
40640128,0
40640189,0
40640248,0
40640272,0
40640407,0
40640476,1
40640481,1
40640489,0
40640661,0
40640666,1
40640697,0
40640819,0
40640841,1
40640980,0
40641211,0
40641279,0
40641500,0
40641634,0
40641643,0
40641661,0
40641675,0
40641691,0
40641710,0
40641864,0
40641881,0
40641955,0
40642001,0
40642072,1
40642080,0
40642083,0
40642098,0
40642159,0
40642318,0
40642320,0
40642497,0
40642669,0
40642676,0
40642751,0
40642799,0
40642873,0
40642891,0
40642901,1
40642925,1
40642948,0
40642956,0
40642995,0
40643119,0
40643175,0
40643194,0
40643243,0
40643250,0
40643461,0
40643556,1
40643693,0
40643808,1
40643824,0
40643915,0
40643925,0
40644078,0
40644134,0
40644142,0
40644230,0
40644252,0
40644462,0
40644503,1
40644575,0
40644624,0
40644692,0
40644736,0
40644945,0
40644972,0
40644984,0
40644987,0
40645033,0
40645077,0
40645086,0
40645114,0
40645214,0
40645401,0
40645540,0
40645672,1
40645885,0
40645906,0
40645911,0
40645915,0
40645918,0
40645920,0
40645992,0
40646052,0
40646201,1
40646231,0
40646301,0
40646386,0
40646410,1
40646433,0
40646437,0
40646515,0
40646535,0
40646729,0
40646820,0
40646822,0
40646888,0
40646977,0
40647113,0
40647244,0
40647331,0
40647394,0
40647488,0
40647526,0
40647579,0
40647603,0
40647671,0
40647769,0
40647845,0
40648005,0
40648015,1
40648030,0
40648071,0
40648122,0
40648162,0
40648272,0
40648400,0
40648419,0
40648473,0
40648498,1
40648531,0
40648632,0
40648947,0
40649120,0
40649193,0
40649229,1
40649256,0
40649321,0
40649333,0
40649391,1
40649511,0
40649542,0
40649737,0
40649746,1
40649855,0
40649859,0
40649875,1
40649896,0
40649914,0
40649940,1
40649952,0
40650164,0
40650323,0
40650404,1
40650523,0
40650555,1
40650588,0
40650607,0
40650637,0
40650728,0
40650773,0
40650789,0
40650816,0
40650898,1
40651124,0
40651141,0
40651163,0
40651225,0
40651290,0
40651291,0
40651303,0
40651353,0
40651410,1
40651427,0
40651585,0
40651604,0
40651634,1
40651713,0
40651742,0
40651753,0
40651774,1
40651807,1
40651928,0
40651936,0
40651954,0
40651966,0
40651967,0
40651977,0
40652057,0
40652087,0
40652102,0
40652145,0
40652186,1
40652224,0
40652299,0
40652328,0
40652380,0
40652430,0
40652658,1
40652782,0
40652784,0
40652880,0
40652887,0
40652938,1
40652944,0
40652958,1
40653005,1
40653009,0
40653099,0
40653132,0
40653456,0
40653545,1
40653590,0
40653691,0
40653789,0
40653864,0
40654044,0
40654077,0
40654366,1
40654424,0
40654459,0
40654533,0
40654623,0
40654727,0
40654778,0
40655093,0
40655102,0
40655186,0
40655213,0
40655391,0
40655566,0
40656017,0
40656219,0
40656376,0
40656442,0
40656597,0
40656606,0
40656692,0
40656693,0
40656695,1
40656813,1
40656945,0
40657011,0
40657171,0
40657349,0
40657376,0
40657393,1
40657516,0
40657576,0
40657583,0
40657655,0
40657766,0
40657850,0
40657876,0
40657899,0
40657948,1
40657952,0
40658051,1
40658053,0
40658058,0
40658111,0
40658122,0
40658140,0
40658386,0
40658452,0
40658527,1
40658562,0
40658569,1
40658812,0
40658912,0
40658949,0
40659138,0
40659507,0
40659526,0
40659571,0
40659628,0
40659679,0
40659691,0
40659736,0
40659755,0
40659857,1
40659867,0
40659869,1
40659932,0
40659939,0
40660019,0
40660069,1
40660101,1
40660134,0
40660139,1
40660164,0
40660217,0
40660476,0
40660532,0
40660619,0
40660820,0
40660931,0
40660957,0
40660967,0
40660976,0
40661236,0
40661363,0
40661494,1
40661512,0
40661529,0
40661559,1
40661640,0
40661752,1
40661784,1
40661884,0
40661936,0
40661966,0
40662104,0
40662200,0
40662354,0
40662359,0
40662402,0
40662409,1
40662469,0
40662679,1
40662724,0
40662862,0
40662870,0
40662986,0
40663048,1
40663117,0
40663120,0
40663175,0
40663194,0
40663326,1
40663445,1
40663486,0
40663515,0
40663713,0
40663835,0
40663901,0
40664020,0
40664028,0
40664039,0
40664115,0
40664325,0
40664336,0
40664474,0
40664480,0
40664492,0
40664508,0
40664808,0
40664856,0
40664879,0
40664900,0
40665178,0
40665798,0
40665868,0
40665892,1
40665945,0
40665995,0
40666075,1
40666127,1
40666176,1
40666240,0
40666259,1
40666277,0
40666292,0
40666321,0
40666515,1
40666577,0
40666720,0
40666731,0
40666771,0
40666841,0
40666858,0
40666911,0
40667006,0
40667046,0
40667065,0
40667086,0
40667244,0
40667322,0
40667400,0
40667611,0
40667630,0
40667813,0
40667871,0
40667958,0
40667985,0
40668044,0
40668081,0
40668108,0
40668110,0
40668129,0
40668175,0
40668187,0
40668255,0
40668290,0
40668332,0
40668335,0
40668378,0
40668607,1
40668639,1
40668681,0
40668789,0
40668880,0
40668893,1
40668960,0
40668961,0
40669049,0
40669120,0
40669177,0
40669222,1
40669229,0
40669270,0
40669305,1
40669369,0
40669389,0
40669430,0
40669773,0
40669932,1
40670031,0
40670233,0
40670266,1
40670382,0
40670475,0
40670518,0
40670605,0
40670751,0
40670768,0
40670897,0
40670922,0
40670923,0
40671152,0
40671182,0
40671209,1
40671267,1
40671375,1
40671378,0
40671385,0
40671547,0
40671678,0
40671859,0
40671890,0
40671930,0
40671994,0
40672015,1
40672018,0
40672059,0
40672160,0
40672186,0
40672204,0
40672301,0
40672351,0
40672475,0
40672518,0
40672569,0
40672710,0
40672730,0
40672791,0
40672867,0
40673044,0
40673086,1
40673128,0
40673136,0
40673367,0
40673396,0
40673806,0
40674000,0
40674071,1
40674134,0
40674267,0
40674374,0
40674524,0
40674532,0
40674552,0
40674674,1
40674733,0
40674750,0
40674768,0
40674827,1
40674835,0
40674858,0
40674917,0
40675018,0
40675215,0
40675224,0
40675227,0
40675240,0
40675320,0
40675324,1
40675440,0
40675683,0
40675696,0
40675789,0
40675798,0
40675892,0
40676147,0
40676196,0
40676439,1
40676501,1
40676823,0
40676871,0
40676931,0
40676981,0
40677024,0
40677032,0
40677145,1
40677181,1
40677245,1
40677304,0
40677334,0
40677437,0
40677607,0
40677689,1
40677698,0
40677795,0
40677945,0
40677961,1
40678030,0
40678183,0
40678296,1
40678300,0
40678345,0
40678390,0
40678558,0
40678567,0
40678590,0
40678730,0
40678739,1
40678744,0
40678823,0
40678890,1
40678928,1
40679017,0
40679018,0
40679089,0
40679094,1
40679194,0
40679214,1
40679297,0
40679300,0
40679415,0
40679423,0
40679470,0
40679543,0
40679632,0
40679665,0
40679878,0
40679924,0
40680113,0
40680277,0
40680592,0
40680645,0
40680665,0
40680695,0
40680831,0
40680832,0
40680863,1
40681030,0
40681037,0
40681045,0
40681118,0
40681160,1
40681269,0
40681335,0
40681348,0
40681383,0
40681415,0
40681523,0
40681545,0
40681645,0
40681693,0
40681723,0
40681810,0
40681950,0
40681963,0
40682103,0
40682119,0
40682160,0
40682169,0
40682236,0
40682292,0
40682296,0
40682335,0
40682387,0
40682388,0
40682500,0
40682703,0
40682881,0
40683024,0
40683030,0
40683097,0
40683223,0
40683433,1
40683494,0
40683609,0
40683656,0
40683843,0
40683849,0
40683919,1
40684057,0
40684069,0
40684071,0
40684204,0
40684258,0
40684317,0
40684409,0
40684475,0
40684507,0
40684593,0
40684618,0
40684619,0
40684712,0
40684846,1
40684953,0
40685025,0
40685260,1
40685357,0
40685430,0
40685444,0
40685627,1
40685642,0
40685646,0
40685705,0
40685808,0
40686010,0
40686047,0
40686265,0
40686323,0
40686332,0
40686354,0
40686379,0
40686554,0
40686573,0
40686648,0
40686665,0
40687437,0
40687446,0
40687460,0
40687536,1
40687583,0
40687867,1
40687943,0
40687946,1
40688041,0
40688062,1
40688179,0
40688364,1
40688388,0
40688455,1
40688468,1
40688471,0
40688732,0
40688832,0
40688860,0
40688890,1
40688958,1
40688991,0
40689103,0
40689351,0
40689414,1
40689435,0
40689544,0
40689566,1
40689751,0
40689853,1
40689965,0
40690018,0
40690091,0
40690340,0
40690417,0
40690478,0
40690501,0
40690865,0
40690878,1
40690883,0
40690971,0
40691118,0
40691352,1
40691395,0
40691488,0
40691560,0
40691567,0
40691693,0
40691820,0
40691875,0
40691882,0
40691913,0
40691951,0
40692008,1
40692113,0
40692118,0
40692363,0
40692409,0
40692420,0
40692469,0
40692658,0
40692728,0
40692744,0
40692851,0
40692925,0
40692982,0
40692993,0
40693040,0
40693103,1
40693114,0
40693119,0
40693143,1
40693156,1
40693158,0
40693162,0
40693185,0
40693275,0
40693329,1
40693332,0
40693445,0
40693681,0
40693682,0
40693821,0
40693839,0
40693882,1
40694028,1
40694089,0
40694103,0
40694257,0
40694324,0
40694332,0
40694413,0
40694487,1
40694766,0
40694782,0
40694806,0
40695220,0
40695325,0
40695409,0
40695461,1
40695494,0
40695511,0
40695524,0
40695615,0
40695813,1
40695831,1
40695835,1
40695868,0
40695891,1
40695983,1
40696169,0
40696337,0
40696352,0
40696471,1
40696486,1
40696589,0
40696679,0
40696712,0
40696793,0
40696831,1
40696964,0
40697015,1
40697027,0
40697053,0
40697140,0
40697141,0
40697253,0
40697392,0
40697414,0
40697428,0
40697500,0
40697552,0
40697568,0
40697625,0
40697664,0
40697680,1
40697711,0
40697738,0
40697788,1
40697851,0
40698277,1
40698350,1
40698392,0
40698486,0
40698515,0
40698574,1
40698583,0
40698608,1
40698717,0
40698758,0
40698874,0
40699237,1
40699252,0
40699328,0
40699449,1
40699474,0
40699483,1
40699540,1
40699659,0
40699685,0
40699694,0
40699713,0
40699780,0
40699886,0
40700007,0
40700056,0
40700114,0
40700207,0
40700213,0
40700244,0
40700620,0
40700624,0
40700705,0
40700994,0
40701094,0
40701126,0
40701213,0
40701313,0
40701369,0
40701421,1
40701501,0
40701508,0
40701619,0
40701790,0
40701823,0
40701875,0
40702007,0
40702031,0
40702056,0
40702172,0
40702254,0
40702337,0
40702342,0
40702394,0
40702451,0
40702559,0
40702737,0
40702759,0
40702784,0
40702795,0
40702812,1
40702918,0
40702970,0
40703025,1
40703044,1
40703118,0
40703135,0
40703202,0
40703298,0
40703437,0
40703452,0
40703498,0
40703521,0
40703522,0
40703615,0
40703637,0
40703656,0
40703691,0
40703755,0
40703869,0
40703907,1
40703934,0
40703947,0
40703953,1
40704174,0
40704183,0
40704358,0
40704365,0
40704431,0
40704473,0
40704606,0
40704649,0
40704665,0
40704680,1
40704741,0
40704778,0
40704830,0
40704916,0
40705038,0
40705191,0
40705235,0
40705369,0
40705454,0
40705501,1
40705590,1
40705649,0
40705661,0
40705691,0
40705733,1
40705842,1
40705966,0
40705971,0
40706024,0
40706052,0
40706151,0
40706248,0
40706386,0
40706428,0
40706430,0
40706455,0
40706472,0
40706483,0
40706539,0
40706570,1
40706625,0
40706670,1
40706728,1
40706811,0
40706876,1
40707058,0
40707115,0
40707175,0
40707273,0
40707323,0
40707394,0
40707400,0
40707451,0
40707483,1
40707550,1
40707554,1
40707622,0
40707721,0
40707742,0
40707760,0
40707877,1
40707905,0
40707993,0
40708071,0
40708104,0
40708222,0
40708307,0
40708783,0
40708826,1
40708881,0
40708908,0
40709026,0
40709041,0
40709074,0
40709111,0
40709189,1
40709209,1
40709237,0
40709501,0
40709537,1
40709655,1
40709684,0
40709714,1
40709715,0
40709822,1
40709856,1
40709893,0
40709932,0
40709962,0
40709966,1
40709996,1
40710158,0
40710173,0
40710177,0
40710194,0
40710207,0
40710510,0
40710662,0
40710797,0
40710873,0
40711089,0
40711138,0
40711154,0
40711392,0
40711407,0
40711419,0
40711426,0
40711621,0
40711625,0
40711767,0
40711872,0
40711926,0
40712017,0
40712055,0
40712241,0
40712309,0
40712345,0
40712346,1
40712372,0
40712523,1
40712561,0
40712643,0
40712889,0
40712919,0
40712929,0
40712943,0
40712964,0
40713048,0
40713079,0
40713095,1
40713118,1
40713201,1
40713206,0
40713412,0
40713436,1
40713448,0
40713482,0
40713487,0
40713494,1
40713519,0
40713619,1
40713665,1
40713911,0
40714038,1
40714139,0
40714198,0
40714218,0
40714236,0
40714262,0
40714349,0
40714409,0
40714441,0
40714444,1
40714572,0
40714590,0
40714646,0
40714726,0
40714741,0
40714773,0
40714865,0
40714892,0
40714911,0
40715043,0
40715265,0
40715319,0
40715440,1
40715441,1
40715527,0
40715562,0
40715652,0
40715750,0
40715778,0
40715854,0
40715989,1
40716044,1
40716077,0
40716107,0
40716173,0
40716282,0
40716305,1
40716351,0
40716510,1
40716574,0
40716708,0
40716854,0
40717017,1
40717114,0
40717119,0
40717250,0
40717441,0
40717578,0
40717596,0
40717710,0
40717719,0
40717776,0
40717897,0
40717898,1
40717906,0
40717916,1
40717924,1
40717937,0
40717976,0
40718004,0
40718051,0
40718225,0
40718303,0
40718542,0
40718608,1
40718623,1
40718645,0
40718687,0
40718782,0
40718791,1
40718871,1
40718873,0
40718957,0
40719050,1
40719058,0
40719104,0
40719141,0
40719197,0
40719216,0
40719313,0
40719333,1
40719400,0
40719525,0
40719562,0
40719650,1
40719691,1
40719699,0
40719742,0
40719840,0
40719996,0
40720030,0
40720190,0
40720358,1
40720360,1
40720376,0
40720554,0
40720572,0
40720750,0
40720856,1
40721032,0
40721037,0
40721057,0
40721181,0
40721286,0
40721311,1
40721365,1
40721415,1
40721435,0
40721534,0
40721535,0
40721606,0
40721634,0
40721649,0
40721675,0
40721729,0
40721751,0
40721794,0
40721810,0
40721813,0
40721859,0
40721969,1
40721984,0
40722179,0
40722185,0
40722364,0
40722451,1
40722582,0
40722662,0
40722669,0
40722674,0
40722677,0
40722741,0
40722915,0
40722916,1
40722922,0
40723028,0
40723245,0
40723283,0
40723311,0
40723363,0
40723406,0
40723467,0
40723526,1
40723586,0
40723651,0
40723763,1
40723838,1
40723851,0
40723873,0
40723936,0
40723959,0
40724006,1
40724086,0
40724108,0
40724146,1
40724196,0
40724213,0
40724360,0
40724404,0
40724459,0
40724470,0
40724488,0
40724507,1
40724533,0
40724545,0
40724561,0
40724637,0
40724646,0
40724705,0
40724746,1
40724929,0
40724946,0
40724964,0
40725041,0
40725059,0
40725159,1
40725229,0
40725268,1
40725330,0
40725355,0
40725409,0
40725564,0
40725603,1
40725641,0
40725809,1
40725841,0
40726051,0
40726076,1
40726274,1
40726361,0
40726391,0
40726410,0
40726427,0
40726454,0
40726488,1
40726727,0
40726745,0
40726871,0
40726932,1
40726965,0
40726982,1
40727010,0
40727068,0
40727110,0
40727281,1
40727416,0
40727552,0
40727555,0
40727602,0
40727667,0
40727690,0
40727748,0
40727887,0
40728050,0
40728059,0
40728086,1
40728153,0
40728202,0
40728258,0
40728268,0
40728306,0
40728379,0
40728399,0
40728586,0
40728593,0
40728758,0
40728968,0
40729065,1
40729070,1
40729124,1
40729222,0
40729257,0
40729274,0
40729317,0
40729346,0
40729372,0
40729411,0
40729499,0
40729546,0
40729553,0
40729657,0
40729720,0
40729731,0
40729858,0
40729874,0
40729977,0
40729988,0
40730060,0
40730121,0
40730135,0
40730189,0
40730278,0
40730391,0
40730406,0
40730409,0
40730600,0
40730641,0
40730656,0
40730720,0
40730757,0
40730801,0
40730834,0
40730943,0
40731118,0
40731139,0
40731175,0
40731196,0
40731320,0
40731382,0
40731563,0
40731682,0
40731761,0
40731792,0
40731873,0
40731899,0
40732032,0
40732140,0
40732146,0
40732171,1
40732187,0
40732252,0
40732513,0
40732566,0
40732638,0
40732656,0
40732723,0
40732795,1
40732811,0
40732842,1
40732853,0
40732889,0
40732945,0
40732951,1
40732982,0
40733019,0
40733036,1
40733261,0
40733307,1
40733357,0
40733363,0
40733373,0
40733397,0
40733403,1
40733464,0
40733543,1
40733592,1
40733593,0
40733623,1
40733820,0
40733895,0
40733941,0
40733999,0
40734023,0
40734042,0
40734069,1
40734076,1
40734115,0
40734140,0
40734266,0
40734283,0
40734456,1
40734570,1
40734573,1
40734701,0
40734835,1
40734888,0
40734911,1
40734932,0
40735014,0
40735093,1
40735116,0
40735135,0
40735324,0
40735388,0
40735395,0
40735455,0
40735507,0
40735512,0
40735558,0
40735624,0
40735637,0
40735649,0
40735654,1
40735660,0
40735671,0
40735691,0
40735778,0
40735811,0
40735816,0
40735952,0
40735988,0
40736023,0
40736028,0
40736046,1
40736048,1
40736090,0
40736190,0
40736624,0
40736681,0
40736702,0
40736724,0
40736801,0
40736809,1
40736905,0
40737019,0
40737125,0
40737134,1
40737271,0
40737285,0
40737393,0
40737437,0
40737474,0
40737499,0
40737536,0
40737636,0
40737750,1
40737820,0
40737821,1
40737822,0
40737831,0
40737896,0
40737976,1
40738040,0
40738226,0
40738265,0
40738285,0
40738304,1
40738375,0
40738424,1
40738496,1
40738667,1
40738671,1
40738689,0
40738717,1
40738731,0
40738781,0
40738836,1
40738880,1
40738912,0
40738932,1
40738966,0
40738983,0
40739017,0
40739072,0
40739170,1
40739197,0
40739230,0
40739348,0
40739447,0
40739465,0
40739490,0
40739747,0
40739868,1
40739911,0
40739983,0
40740000,0
40740007,0
40740011,0
40740023,1
40740033,1
40740122,0
40740139,0
40740143,0
40740151,0
40740299,0
40740328,0
40740412,0
40740423,0
40740452,0
40740473,1
40740475,0
40740540,0
40740558,0
40740603,0
40740638,0
40740761,0
40740867,1
40740915,0
40740984,0
40741021,0
40741085,0
40741093,0
40741131,0
40741137,0
40741150,0
40741216,1
40741253,0
40741428,0
40741461,0
40741577,0
40741616,0
40741661,0
40741705,0
40741755,0
40741874,0
40741991,0
40741998,1
40742016,0
40742078,0
40742091,0
40742270,0
40742335,0
40742420,0
40742680,0
40742725,0
40742742,0
40742887,1
40742888,0
40742978,0
40743059,0
40743094,0
40743155,0
40743292,0
40743409,0
40743442,0
40743722,0
40743755,0
40743772,0
40743783,0
40743815,0
40743989,0
40744175,0
40744200,0
40744218,0
40744230,1
40744263,0
40744299,1
40744349,0
40744421,0
40744502,0
40744552,0
40744637,0
40744731,1
40744762,0
40744851,1
40744973,1
40745152,1
40745214,0
40745216,0
40745264,0
40745344,0
40745361,1
40745549,0
40745587,0
40745623,0
40745642,0
40745774,0
40745826,0
40745902,1
40745920,0
40746049,0
40746168,1
40746330,1
40746348,0
40746384,1
40746423,0
40746438,0
40746451,0
40746460,0
40746524,0
40746554,0
40746756,1
40746834,1
40746871,0
40746874,0
40746983,0
40747008,0
40747041,0
40747103,0
40747125,0
40747281,0
40747328,1
40747360,0
40747377,0
40747418,1
40747500,0
40747513,1
40747547,1
40747699,0
40747764,0
40747767,1
40747770,0
40747816,1
40747827,0
40747829,0
40747844,0
40747885,0
40747900,0
40747906,0
40747938,1
40747967,0
40748000,0
40748008,0
40748013,0
40748038,0
40748144,1
40748194,0
40748214,0
40748254,0
40748272,0
40748368,1
40748489,0
40748541,1
40748662,0
40748663,0
40748716,0
40748874,0
40748953,1
40748969,0
40749034,0
40749095,0
40749214,0
40749438,0
40749721,0
40749791,0
40749838,0
40750012,0
40750025,0
40750050,0
40750096,0
40750400,0
40750413,0
40750503,0
40750585,0
40750587,1
40750592,0
40750644,0
40750753,0
40750774,0
40750831,0
40750880,0
40750884,0
40750909,0
40750911,0
40750952,1
40751024,0
40751122,1
40751163,1
40751195,0
40751204,0
40751255,0
40751363,0
40751369,0
40751575,0
40751608,0
40751657,0
40751704,1
40751755,1
40751848,0
40751871,0
40751875,0
40751893,0
40751925,0
40751931,0
40751944,0
40751972,0
40752004,0
40752085,0
40752220,1
40752235,1
40752259,1
40752438,0
40752496,0
40752598,0
40752615,1
40752618,0
40752669,0
40752692,0
40752710,0
40752750,0
40752770,0
40752798,0
40752799,0
40752811,1
40752884,0
40752890,1
40752892,0
40752939,0
40753056,0
40753148,0
40753167,0
40753205,1
40753242,0
40753294,0
40753323,1
40753421,0
40753434,0
40753468,0
40753496,0
40753541,0
40753608,0
40753639,0
40753717,1
40753769,0
40753914,0
40754050,0
40754096,0
40754194,1
40754246,1
40754372,0
40754386,0
40754403,0
40754484,0
40754501,0
40754524,0
40754570,0
40754577,0
40754698,0
40754727,0
40754735,0
40754792,1
40754824,0
40754858,1
40754907,1
40754993,1
40755016,0
40755126,0
40755133,0
40755160,1
40755174,0
40755228,0
40755305,1
40755394,0
40755415,0
40755516,0
40755618,1
40755651,0
40755812,1
40755836,0
40755940,0
40755983,1
40756079,1
40756156,1
40756232,0
40756268,0
40756406,0
40756487,0
40756597,1
40756656,0
40757001,0
40757066,0
40757069,0
40757310,0
40757318,0
40757545,0
40757620,0
40757848,0
40757905,0
40757925,0
40758011,1
40758177,0
40758183,0
40758195,0
40758198,0
40758228,0
40758403,0
40758405,0
40758475,0
40758527,0
40758585,0
40758601,0
40758689,0
40758720,0
40758826,0
40758854,1
40758975,0
40759043,0
40759127,0
40759233,0
40759271,0
40759311,0
40759391,0
40759392,0
40759481,1
40759498,0
40759828,0
40759861,1
40760046,0
40760062,0
40760090,0
40760141,0
40760351,0
40760428,0
40760433,0
40760703,0
40760811,0
40760906,0
40760962,0
40761447,0
40761481,0
40761571,0
40761969,0
40761974,0
40762314,0
40762315,0
40762332,0
40762344,0
40762484,0
40762530,0
40762628,0
40762718,0
40762756,0
40762908,0
40763027,0
40763076,1
40763079,0
40763090,0
40763446,0
40763519,0
40763612,0
40763801,0
40763835,0
40763923,0
40763965,1
40764021,0
40764068,0
40764171,0
40764338,0
40764423,0
40764512,1
40764675,1
40764697,0
40764777,0
40764878,0
40764966,0
40765036,0
40765114,0
40765339,0
40765407,1
40765519,0
40765575,0
40765604,0
40765903,0
40765948,0
40765996,0
40766054,1
40766071,0
40766080,0
40766088,0
40766180,0
40766373,0
40766564,0
40766589,1
40766736,0
40766874,0
40766879,0
40767112,0
40767351,0
40767427,0
40767518,0
40767597,1
40767665,0
40767748,0
40767873,1
40767988,1
40768069,0
40768097,1
40768195,1
40768197,0
40768272,0
40768379,0
40768388,0
40768440,1
40768494,0
40768539,1
40768686,0
40768722,0
40768725,0
40768799,0
40769186,0
40769229,0
40769298,0
40769379,0
40769433,0
40769459,0
40769497,0
40769588,0
40769614,0
40769699,1
40769756,0
40769759,0
40769776,1
40769883,0
40769977,0
40770101,0
40770132,0
40770167,1
40770272,1
40770334,0
40770415,0
40770471,0
40770499,0
40770524,0
40770544,0
40770549,0
40770645,0
40770733,0
40770755,1
40770926,0
40771115,0
40771147,0
40771155,0
40771297,0
40771671,0
40771715,0
40771754,0
40771822,0
40771924,0
40771950,1
40771968,0
40772015,0
40772024,0
40772091,0
40772174,0
40772231,0
40772288,0
40772402,0
40772443,0
40772627,0
40772631,0
40772648,0
40772805,0
40773028,0
40773046,0
40773085,1
40773261,0
40773515,1
40773734,1
40773966,0
40773977,1
40774023,0
40774083,0
40774244,0
40774334,0
40774349,1
40774355,1
40774386,0
40774398,1
40774457,0
40774559,1
40774562,1
40774831,0
40774990,0
40775044,0
40775089,0
40775151,0
40775203,0
40775257,0
40775267,1
40775323,0
40775327,1
40775336,1
40775386,0
40775577,1
40775666,0
40775813,0
40775932,0
40775944,0
40775994,0
40776029,1
40776098,0
40776104,0
40776142,0
40776160,0
40776606,1
40776626,0
40776634,0
40776644,1
40776694,0
40776777,0
40776782,0
40776920,0
40776945,0
40776951,0
40776986,1
40777028,1
40777146,1
40777300,0
40777401,0
40777414,0
40777420,0
40777512,0
40777689,0
40777756,0
40777859,0
40777872,1
40777875,0
40777884,0
40777916,0
40777962,0
40777964,1
40778147,0
40778189,0
40778310,1
40778346,0
40778547,0
40778588,0
40778693,0
40778699,0
40778726,0
40778815,1
40778837,0
40778970,0
40779011,0
40779067,1
40779216,0
40779237,0
40779257,0
40779321,1
40779325,0
40779369,0
40779475,0
40779568,1
40779581,1
40779848,0
40779901,1
40779914,0
40779941,0
40779956,0
40780112,0
40780132,0
40780136,0
40780148,0
40780324,0
40780435,0
40780452,0
40780536,0
40780553,0
40780598,1
40780623,0
40780724,1
40780798,1
40780891,1
40780925,0
40780992,1
40781003,0
40781010,0
40781041,0
40781046,0
40781088,0
40781225,0
40781257,0
40781269,0
40781427,0
40781434,0
40781516,0
40781604,0
40781648,1
40781772,0
40781799,0
40781955,0
40782195,0
40782204,0
40782224,0
40782273,0
40782289,0
40782311,0
40782352,0
40782367,0
40782408,0
40782430,0
40782515,0
40782583,1
40782708,0
40782723,0
40782787,0
40782844,0
40782860,1
40782875,0
40782882,0
40782928,1
40782940,0
40782944,1
40782949,0
40782987,0
40783009,1
40783203,0
40783215,0
40783224,0
40783233,0
40783382,0
40783412,0
40783422,0
40783432,0
40783552,1
40783891,0
40784005,1
40784009,0
40784145,0
40784241,0
40784366,0
40784639,1
40784759,1
40784763,0
40784840,0
40785035,0
40785089,0
40785133,0
40785231,0
40785246,0
40785327,0
40785400,0
40785403,0
40785416,1
40785591,0
40785647,1
40785728,0
40785742,0
40785749,0
40785810,0
40785819,0
40785822,0
40785837,1
40785927,0
40785963,0
40786015,0
40786330,0
40786344,1
40786376,0
40786428,0
40786581,0
40786740,0
40786756,0
40786870,0
40786874,0
40786894,0
40786961,0
40786983,0
40787026,1
40787035,0
40787091,0
40787108,0
40787232,1
40787313,0
40787345,1
40787361,0
40787439,1
40787445,0
40787521,0
40787529,1
40787530,0
40787758,1
40787889,0
40788021,0
40788025,0
40788110,0
40788120,0
40788282,0
40788291,0
40788324,1
40788377,1
40788520,1
40788556,0
40788590,0
40788612,0
40788632,0
40788637,0
40789075,1
40789306,1
40789381,0
40789489,0
40789514,1
40789563,1
40789593,1
40789784,0
40789785,0
40789788,1
40789812,1
40789885,0
40789893,0
40790003,1
40790038,0
40790124,0
40790161,0
40790180,0
40790237,0
40790292,0
40790339,0
40790456,0
40790634,0
40790670,0
40790688,0
40790730,0
40790924,0
40790987,0
40791031,0
40791086,0
40791105,0
40791162,0
40791199,0
40791234,0
40791281,1
40791364,0
40791370,1
40791382,0
40791441,1
40791473,0
40791519,0
40791580,0
40791620,0
40791757,1
40791801,0
40791815,0
40791827,0
40791906,1
40791910,0
40791975,0
40792040,0
40792062,1
40792086,1
40792101,0
